,STATE,Year,CO2,CH4,N2O,Fluorinated GHG,Incentives,Laws and Regulations,State Incentives,Utility/Private Incentives,Programs,State Hybrid Incentives,Ozone,Question,DataValue,StratificationCategory1,Stratification1
9433,MO,2015,77714158.0,1640909.0,887448.0,427188.0,0.0,9.0,6.0,1.0,0.0,0.0,0.04163971,Asthma mortality rate,,Race/Ethnicity,Hispanic
9434,MO,2015,77714158.0,1640909.0,887448.0,427188.0,0.0,9.0,6.0,1.0,0.0,0.0,0.04163971,Premature mortality among adults aged 45-64 years,929.1,Gender,Male
9435,MO,2015,77714158.0,1640909.0,887448.0,427188.0,0.0,9.0,6.0,1.0,0.0,0.0,0.04163971,Asthma mortality rate,11.8,Overall,Overall
9436,MO,2015,77714158.0,1640909.0,887448.0,427188.0,0.0,9.0,6.0,1.0,0.0,0.0,0.04163971,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,250.5,Gender,Female
9437,MO,2015,77714158.0,1640909.0,887448.0,427188.0,0.0,9.0,6.0,1.0,0.0,0.0,0.04163971,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,67.6,Race/Ethnicity,"Black, non-Hispanic"
9438,MO,2015,77714158.0,1640909.0,887448.0,427188.0,0.0,9.0,6.0,1.0,0.0,0.0,0.04163971,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,,Race/Ethnicity,Hispanic
9439,MO,2015,77714158.0,1640909.0,887448.0,427188.0,0.0,9.0,6.0,1.0,0.0,0.0,0.04163971,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,,Race/Ethnicity,Asian or Pacific Islander
9440,MO,2015,77714158.0,1640909.0,887448.0,427188.0,0.0,9.0,6.0,1.0,0.0,0.0,0.04163971,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,45.3,Race/Ethnicity,Hispanic
9441,MO,2015,77714158.0,1640909.0,887448.0,427188.0,0.0,9.0,6.0,1.0,0.0,0.0,0.04163971,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,151.1,Gender,Male
9442,MO,2015,77714158.0,1640909.0,887448.0,427188.0,0.0,9.0,6.0,1.0,0.0,0.0,0.04163971,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,291.6,Race/Ethnicity,"White, non-Hispanic"
9443,MO,2015,77714158.0,1640909.0,887448.0,427188.0,0.0,9.0,6.0,1.0,0.0,0.0,0.04163971,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,269.0,Overall,Overall
9444,MO,2015,77714158.0,1640909.0,887448.0,427188.0,0.0,9.0,6.0,1.0,0.0,0.0,0.04163971,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,149.1,Overall,Overall
9445,MO,2015,77714158.0,1640909.0,887448.0,427188.0,0.0,9.0,6.0,1.0,0.0,0.0,0.04163971,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,151.5,Race/Ethnicity,"Black, non-Hispanic"
9446,MO,2015,77714158.0,1640909.0,887448.0,427188.0,0.0,9.0,6.0,1.0,0.0,0.0,0.04163971,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,163.3,Race/Ethnicity,"White, non-Hispanic"
9447,MO,2015,77714158.0,1640909.0,887448.0,427188.0,0.0,9.0,6.0,1.0,0.0,0.0,0.04163971,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,289.9,Gender,Male
9448,MO,2015,77714158.0,1640909.0,887448.0,427188.0,0.0,9.0,6.0,1.0,0.0,0.0,0.04163971,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,,Race/Ethnicity,American Indian or Alaska Native
9449,MO,2015,77714158.0,1640909.0,887448.0,427188.0,0.0,9.0,6.0,1.0,0.0,0.0,0.04163971,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,147.4,Gender,Female
9450,MO,2015,77714158.0,1640909.0,887448.0,427188.0,0.0,9.0,6.0,1.0,0.0,0.0,0.04163971,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,,Race/Ethnicity,Asian or Pacific Islander
9451,MO,2015,77714158.0,1640909.0,887448.0,427188.0,0.0,9.0,6.0,1.0,0.0,0.0,0.04163971,Mortality from heart failure,116.9,Gender,Male
9452,MO,2015,77714158.0,1640909.0,887448.0,427188.0,0.0,9.0,6.0,1.0,0.0,0.0,0.04163971,Asthma mortality rate,9.3,Race/Ethnicity,"White, non-Hispanic"
9453,MO,2015,77714158.0,1640909.0,887448.0,427188.0,0.0,9.0,6.0,1.0,0.0,0.0,0.04163971,Mortality from total cardiovascular diseases,259.5,Race/Ethnicity,"Black, non-Hispanic"
9454,MO,2015,77714158.0,1640909.0,887448.0,427188.0,0.0,9.0,6.0,1.0,0.0,0.0,0.04163971,Asthma mortality rate,29.5,Race/Ethnicity,"Black, non-Hispanic"
9455,MO,2015,77714158.0,1640909.0,887448.0,427188.0,0.0,9.0,6.0,1.0,0.0,0.0,0.04163971,Asthma mortality rate,,Race/Ethnicity,Asian or Pacific Islander
9456,MO,2015,77714158.0,1640909.0,887448.0,427188.0,0.0,9.0,6.0,1.0,0.0,0.0,0.04163971,Mortality from heart failure,128.6,Gender,Female
9457,MO,2015,77714158.0,1640909.0,887448.0,427188.0,0.0,9.0,6.0,1.0,0.0,0.0,0.04163971,Mortality from total cardiovascular diseases,305.0,Gender,Female
9458,MO,2015,77714158.0,1640909.0,887448.0,427188.0,0.0,9.0,6.0,1.0,0.0,0.0,0.04163971,Mortality from coronary heart disease,138.7,Overall,Overall
9459,MO,2015,77714158.0,1640909.0,887448.0,427188.0,0.0,9.0,6.0,1.0,0.0,0.0,0.04163971,Mortality from heart failure,138.6,Race/Ethnicity,"White, non-Hispanic"
9460,MO,2015,77714158.0,1640909.0,887448.0,427188.0,0.0,9.0,6.0,1.0,0.0,0.0,0.04163971,Mortality from heart failure,,Race/Ethnicity,American Indian or Alaska Native
9461,MO,2015,77714158.0,1640909.0,887448.0,427188.0,0.0,9.0,6.0,1.0,0.0,0.0,0.04163971,Asthma mortality rate,12.9,Gender,Female
9462,MO,2015,77714158.0,1640909.0,887448.0,427188.0,0.0,9.0,6.0,1.0,0.0,0.0,0.04163971,Premature mortality among adults aged 45-64 years,278.0,Race/Ethnicity,Asian or Pacific Islander
9463,MO,2015,77714158.0,1640909.0,887448.0,427188.0,0.0,9.0,6.0,1.0,0.0,0.0,0.04163971,Premature mortality among adults aged 45-64 years,751.4,Overall,Overall
9464,MO,2015,77714158.0,1640909.0,887448.0,427188.0,0.0,9.0,6.0,1.0,0.0,0.0,0.04163971,Mortality from coronary heart disease,104.6,Race/Ethnicity,"Black, non-Hispanic"
9465,MO,2015,77714158.0,1640909.0,887448.0,427188.0,0.0,9.0,6.0,1.0,0.0,0.0,0.04163971,Mortality from diseases of the heart,226.8,Gender,Female
9466,MO,2015,77714158.0,1640909.0,887448.0,427188.0,0.0,9.0,6.0,1.0,0.0,0.0,0.04163971,Mortality from coronary heart disease,,Race/Ethnicity,American Indian or Alaska Native
9467,MO,2015,77714158.0,1640909.0,887448.0,427188.0,0.0,9.0,6.0,1.0,0.0,0.0,0.04163971,Mortality from coronary heart disease,153.1,Race/Ethnicity,"White, non-Hispanic"
9468,MO,2015,77714158.0,1640909.0,887448.0,427188.0,0.0,9.0,6.0,1.0,0.0,0.0,0.04163971,Mortality from diseases of the heart,243.4,Overall,Overall
9469,MO,2015,77714158.0,1640909.0,887448.0,427188.0,0.0,9.0,6.0,1.0,0.0,0.0,0.04163971,Mortality from total cardiovascular diseases,320.7,Gender,Male
9470,MO,2015,77714158.0,1640909.0,887448.0,427188.0,0.0,9.0,6.0,1.0,0.0,0.0,0.04163971,Mortality from total cardiovascular diseases,96.5,Race/Ethnicity,American Indian or Alaska Native
9471,MO,2015,77714158.0,1640909.0,887448.0,427188.0,0.0,9.0,6.0,1.0,0.0,0.0,0.04163971,Mortality from heart failure,76.7,Race/Ethnicity,"Black, non-Hispanic"
9472,MO,2015,77714158.0,1640909.0,887448.0,427188.0,0.0,9.0,6.0,1.0,0.0,0.0,0.04163971,Mortality from total cardiovascular diseases,67.9,Race/Ethnicity,Asian or Pacific Islander
9473,MO,2015,77714158.0,1640909.0,887448.0,427188.0,0.0,9.0,6.0,1.0,0.0,0.0,0.04163971,Asthma mortality rate,10.7,Gender,Male
9474,MO,2015,77714158.0,1640909.0,887448.0,427188.0,0.0,9.0,6.0,1.0,0.0,0.0,0.04163971,Mortality from coronary heart disease,31.4,Race/Ethnicity,Asian or Pacific Islander
9475,MO,2015,77714158.0,1640909.0,887448.0,427188.0,0.0,9.0,6.0,1.0,0.0,0.0,0.04163971,Mortality from diseases of the heart,186.8,Race/Ethnicity,"Black, non-Hispanic"
9476,MO,2015,77714158.0,1640909.0,887448.0,427188.0,0.0,9.0,6.0,1.0,0.0,0.0,0.04163971,Premature mortality among adults aged 45-64 years,280.4,Race/Ethnicity,American Indian or Alaska Native
9477,MO,2015,77714158.0,1640909.0,887448.0,427188.0,0.0,9.0,6.0,1.0,0.0,0.0,0.04163971,Mortality from coronary heart disease,23.8,Race/Ethnicity,Hispanic
9478,MO,2015,77714158.0,1640909.0,887448.0,427188.0,0.0,9.0,6.0,1.0,0.0,0.0,0.04163971,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,,Race/Ethnicity,American Indian or Alaska Native
9479,MO,2015,77714158.0,1640909.0,887448.0,427188.0,0.0,9.0,6.0,1.0,0.0,0.0,0.04163971,Premature mortality among adults aged 45-64 years,1013.0,Race/Ethnicity,"Black, non-Hispanic"
9480,MO,2015,77714158.0,1640909.0,887448.0,427188.0,0.0,9.0,6.0,1.0,0.0,0.0,0.04163971,Mortality from diseases of the heart,78.4,Race/Ethnicity,American Indian or Alaska Native
9481,MO,2015,77714158.0,1640909.0,887448.0,427188.0,0.0,9.0,6.0,1.0,0.0,0.0,0.04163971,Premature mortality among adults aged 45-64 years,581.9,Gender,Female
9482,MO,2015,77714158.0,1640909.0,887448.0,427188.0,0.0,9.0,6.0,1.0,0.0,0.0,0.04163971,Mortality from diseases of the heart,45.2,Race/Ethnicity,Asian or Pacific Islander
9483,MO,2015,77714158.0,1640909.0,887448.0,427188.0,0.0,9.0,6.0,1.0,0.0,0.0,0.04163971,Mortality from heart failure,19.0,Race/Ethnicity,Hispanic
9484,MO,2015,77714158.0,1640909.0,887448.0,427188.0,0.0,9.0,6.0,1.0,0.0,0.0,0.04163971,Mortality from diseases of the heart,260.6,Gender,Male
9485,MO,2015,77714158.0,1640909.0,887448.0,427188.0,0.0,9.0,6.0,1.0,0.0,0.0,0.04163971,Asthma mortality rate,,Race/Ethnicity,American Indian or Alaska Native
9486,MO,2015,77714158.0,1640909.0,887448.0,427188.0,0.0,9.0,6.0,1.0,0.0,0.0,0.04163971,Premature mortality among adults aged 45-64 years,739.6,Race/Ethnicity,"White, non-Hispanic"
9487,MO,2015,77714158.0,1640909.0,887448.0,427188.0,0.0,9.0,6.0,1.0,0.0,0.0,0.04163971,Mortality from diseases of the heart,268.5,Race/Ethnicity,"White, non-Hispanic"
9488,MO,2015,77714158.0,1640909.0,887448.0,427188.0,0.0,9.0,6.0,1.0,0.0,0.0,0.04163971,Mortality from coronary heart disease,117.4,Gender,Female
9489,MO,2015,77714158.0,1640909.0,887448.0,427188.0,0.0,9.0,6.0,1.0,0.0,0.0,0.04163971,Mortality from total cardiovascular diseases,52.1,Race/Ethnicity,Hispanic
9490,MO,2015,77714158.0,1640909.0,887448.0,427188.0,0.0,9.0,6.0,1.0,0.0,0.0,0.04163971,Mortality from heart failure,,Race/Ethnicity,Asian or Pacific Islander
9491,MO,2015,77714158.0,1640909.0,887448.0,427188.0,0.0,9.0,6.0,1.0,0.0,0.0,0.04163971,Mortality from diseases of the heart,40.0,Race/Ethnicity,Hispanic
9492,MO,2015,77714158.0,1640909.0,887448.0,427188.0,0.0,9.0,6.0,1.0,0.0,0.0,0.04163971,Mortality from total cardiovascular diseases,341.7,Race/Ethnicity,"White, non-Hispanic"
9493,MO,2015,77714158.0,1640909.0,887448.0,427188.0,0.0,9.0,6.0,1.0,0.0,0.0,0.04163971,Premature mortality among adults aged 45-64 years,367.4,Race/Ethnicity,Hispanic
9494,MO,2015,77714158.0,1640909.0,887448.0,427188.0,0.0,9.0,6.0,1.0,0.0,0.0,0.04163971,Mortality from heart failure,122.9,Overall,Overall
9495,MO,2016,72888768.0,1641938.0,794518.0,58260.0,0.0,10.0,4.0,1.0,0.0,0.0,0.040954659,Premature mortality among adults aged 45-64 years,738.1,Overall,Overall
9496,MO,2016,72888768.0,1641938.0,794518.0,58260.0,0.0,10.0,4.0,1.0,0.0,0.0,0.040954659,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,148.4,Gender,Female
9497,MO,2016,72888768.0,1641938.0,794518.0,58260.0,0.0,10.0,4.0,1.0,0.0,0.0,0.040954659,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,,Race/Ethnicity,American Indian or Alaska Native
9498,MO,2016,72888768.0,1641938.0,794518.0,58260.0,0.0,10.0,4.0,1.0,0.0,0.0,0.040954659,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,161.7,Race/Ethnicity,"White, non-Hispanic"
9499,MO,2016,72888768.0,1641938.0,794518.0,58260.0,0.0,10.0,4.0,1.0,0.0,0.0,0.040954659,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,,Race/Ethnicity,Hispanic
9500,MO,2016,72888768.0,1641938.0,794518.0,58260.0,0.0,10.0,4.0,1.0,0.0,0.0,0.040954659,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,150.7,Gender,Male
9501,MO,2016,72888768.0,1641938.0,794518.0,58260.0,0.0,10.0,4.0,1.0,0.0,0.0,0.040954659,Mortality from coronary heart disease,107.8,Race/Ethnicity,"Black, non-Hispanic"
9502,MO,2016,72888768.0,1641938.0,794518.0,58260.0,0.0,10.0,4.0,1.0,0.0,0.0,0.040954659,Mortality from diseases of the heart,222.0,Gender,Female
9503,MO,2016,72888768.0,1641938.0,794518.0,58260.0,0.0,10.0,4.0,1.0,0.0,0.0,0.040954659,Mortality from coronary heart disease,147.2,Race/Ethnicity,"White, non-Hispanic"
9504,MO,2016,72888768.0,1641938.0,794518.0,58260.0,0.0,10.0,4.0,1.0,0.0,0.0,0.040954659,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,248.5,Gender,Female
9505,MO,2016,72888768.0,1641938.0,794518.0,58260.0,0.0,10.0,4.0,1.0,0.0,0.0,0.040954659,Mortality from heart failure,76.6,Race/Ethnicity,"Black, non-Hispanic"
9506,MO,2016,72888768.0,1641938.0,794518.0,58260.0,0.0,10.0,4.0,1.0,0.0,0.0,0.040954659,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,,Race/Ethnicity,Asian or Pacific Islander
9507,MO,2016,72888768.0,1641938.0,794518.0,58260.0,0.0,10.0,4.0,1.0,0.0,0.0,0.040954659,Mortality from coronary heart disease,,Race/Ethnicity,American Indian or Alaska Native
9508,MO,2016,72888768.0,1641938.0,794518.0,58260.0,0.0,10.0,4.0,1.0,0.0,0.0,0.040954659,Premature mortality among adults aged 45-64 years,573.2,Gender,Female
9509,MO,2016,72888768.0,1641938.0,794518.0,58260.0,0.0,10.0,4.0,1.0,0.0,0.0,0.040954659,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,282.2,Gender,Male
9510,MO,2016,72888768.0,1641938.0,794518.0,58260.0,0.0,10.0,4.0,1.0,0.0,0.0,0.040954659,Mortality from diseases of the heart,75.1,Race/Ethnicity,American Indian or Alaska Native
9511,MO,2016,72888768.0,1641938.0,794518.0,58260.0,0.0,10.0,4.0,1.0,0.0,0.0,0.040954659,Mortality from total cardiovascular diseases,51.5,Race/Ethnicity,Hispanic
9512,MO,2016,72888768.0,1641938.0,794518.0,58260.0,0.0,10.0,4.0,1.0,0.0,0.0,0.040954659,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,89.4,Race/Ethnicity,"Black, non-Hispanic"
9513,MO,2016,72888768.0,1641938.0,794518.0,58260.0,0.0,10.0,4.0,1.0,0.0,0.0,0.040954659,Mortality from heart failure,15.6,Race/Ethnicity,Hispanic
9514,MO,2016,72888768.0,1641938.0,794518.0,58260.0,0.0,10.0,4.0,1.0,0.0,0.0,0.040954659,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,,Race/Ethnicity,Asian or Pacific Islander
9515,MO,2016,72888768.0,1641938.0,794518.0,58260.0,0.0,10.0,4.0,1.0,0.0,0.0,0.040954659,Mortality from total cardiovascular diseases,93.1,Race/Ethnicity,American Indian or Alaska Native
9516,MO,2016,72888768.0,1641938.0,794518.0,58260.0,0.0,10.0,4.0,1.0,0.0,0.0,0.040954659,Premature mortality among adults aged 45-64 years,311.2,Race/Ethnicity,American Indian or Alaska Native
9517,MO,2016,72888768.0,1641938.0,794518.0,58260.0,0.0,10.0,4.0,1.0,0.0,0.0,0.040954659,Mortality from diseases of the heart,37.1,Race/Ethnicity,Hispanic
9518,MO,2016,72888768.0,1641938.0,794518.0,58260.0,0.0,10.0,4.0,1.0,0.0,0.0,0.040954659,Asthma mortality rate,12.9,Gender,Female
9519,MO,2016,72888768.0,1641938.0,794518.0,58260.0,0.0,10.0,4.0,1.0,0.0,0.0,0.040954659,Premature mortality among adults aged 45-64 years,911.1,Gender,Male
9520,MO,2016,72888768.0,1641938.0,794518.0,58260.0,0.0,10.0,4.0,1.0,0.0,0.0,0.040954659,Mortality from heart failure,,Race/Ethnicity,Asian or Pacific Islander
9521,MO,2016,72888768.0,1641938.0,794518.0,58260.0,0.0,10.0,4.0,1.0,0.0,0.0,0.040954659,Mortality from coronary heart disease,28.3,Race/Ethnicity,Asian or Pacific Islander
9522,MO,2016,72888768.0,1641938.0,794518.0,58260.0,0.0,10.0,4.0,1.0,0.0,0.0,0.040954659,Mortality from coronary heart disease,134.1,Overall,Overall
9523,MO,2016,72888768.0,1641938.0,794518.0,58260.0,0.0,10.0,4.0,1.0,0.0,0.0,0.040954659,Mortality from heart failure,,Race/Ethnicity,American Indian or Alaska Native
9524,MO,2016,72888768.0,1641938.0,794518.0,58260.0,0.0,10.0,4.0,1.0,0.0,0.0,0.040954659,Mortality from total cardiovascular diseases,71.7,Race/Ethnicity,Asian or Pacific Islander
9525,MO,2016,72888768.0,1641938.0,794518.0,58260.0,0.0,10.0,4.0,1.0,0.0,0.0,0.040954659,Mortality from total cardiovascular diseases,308.9,Overall,Overall
9526,MO,2016,72888768.0,1641938.0,794518.0,58260.0,0.0,10.0,4.0,1.0,0.0,0.0,0.040954659,Asthma mortality rate,11.0,Race/Ethnicity,"White, non-Hispanic"
9527,MO,2016,72888768.0,1641938.0,794518.0,58260.0,0.0,10.0,4.0,1.0,0.0,0.0,0.040954659,Premature mortality among adults aged 45-64 years,720.5,Race/Ethnicity,"White, non-Hispanic"
9528,MO,2016,72888768.0,1641938.0,794518.0,58260.0,0.0,10.0,4.0,1.0,0.0,0.0,0.040954659,Mortality from total cardiovascular diseases,255.9,Race/Ethnicity,"Black, non-Hispanic"
9529,MO,2016,72888768.0,1641938.0,794518.0,58260.0,0.0,10.0,4.0,1.0,0.0,0.0,0.040954659,Mortality from coronary heart disease,157.5,Gender,Male
9530,MO,2016,72888768.0,1641938.0,794518.0,58260.0,0.0,10.0,4.0,1.0,0.0,0.0,0.040954659,Premature mortality among adults aged 45-64 years,295.5,Race/Ethnicity,Hispanic
9531,MO,2016,72888768.0,1641938.0,794518.0,58260.0,0.0,10.0,4.0,1.0,0.0,0.0,0.040954659,Mortality from diseases of the heart,257.1,Gender,Male
9532,MO,2016,72888768.0,1641938.0,794518.0,58260.0,0.0,10.0,4.0,1.0,0.0,0.0,0.040954659,Mortality from heart failure,138.0,Race/Ethnicity,"White, non-Hispanic"
9533,MO,2016,72888768.0,1641938.0,794518.0,58260.0,0.0,10.0,4.0,1.0,0.0,0.0,0.040954659,Asthma mortality rate,12.0,Overall,Overall
9534,MO,2016,72888768.0,1641938.0,794518.0,58260.0,0.0,10.0,4.0,1.0,0.0,0.0,0.040954659,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,,Race/Ethnicity,American Indian or Alaska Native
9535,MO,2016,72888768.0,1641938.0,794518.0,58260.0,0.0,10.0,4.0,1.0,0.0,0.0,0.040954659,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,149.5,Overall,Overall
9536,MO,2016,72888768.0,1641938.0,794518.0,58260.0,0.0,10.0,4.0,1.0,0.0,0.0,0.040954659,Mortality from diseases of the heart,47.1,Race/Ethnicity,Asian or Pacific Islander
9537,MO,2016,72888768.0,1641938.0,794518.0,58260.0,0.0,10.0,4.0,1.0,0.0,0.0,0.040954659,Asthma mortality rate,,Race/Ethnicity,Hispanic
9538,MO,2016,72888768.0,1641938.0,794518.0,58260.0,0.0,10.0,4.0,1.0,0.0,0.0,0.040954659,Mortality from heart failure,116.5,Gender,Male
9539,MO,2016,72888768.0,1641938.0,794518.0,58260.0,0.0,10.0,4.0,1.0,0.0,0.0,0.040954659,Mortality from total cardiovascular diseases,317.6,Gender,Male
9540,MO,2016,72888768.0,1641938.0,794518.0,58260.0,0.0,10.0,4.0,1.0,0.0,0.0,0.040954659,Mortality from heart failure,122.2,Overall,Overall
9541,MO,2016,72888768.0,1641938.0,794518.0,58260.0,0.0,10.0,4.0,1.0,0.0,0.0,0.040954659,Mortality from total cardiovascular diseases,300.6,Gender,Female
9542,MO,2016,72888768.0,1641938.0,794518.0,58260.0,0.0,10.0,4.0,1.0,0.0,0.0,0.040954659,Premature mortality among adults aged 45-64 years,204.4,Race/Ethnicity,Asian or Pacific Islander
9543,MO,2016,72888768.0,1641938.0,794518.0,58260.0,0.0,10.0,4.0,1.0,0.0,0.0,0.040954659,Mortality from coronary heart disease,20.0,Race/Ethnicity,Hispanic
9544,MO,2016,72888768.0,1641938.0,794518.0,58260.0,0.0,10.0,4.0,1.0,0.0,0.0,0.040954659,Asthma mortality rate,11.0,Gender,Male
9545,MO,2016,72888768.0,1641938.0,794518.0,58260.0,0.0,10.0,4.0,1.0,0.0,0.0,0.040954659,Mortality from diseases of the heart,239.3,Overall,Overall
9546,MO,2016,72888768.0,1641938.0,794518.0,58260.0,0.0,10.0,4.0,1.0,0.0,0.0,0.040954659,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,47.5,Race/Ethnicity,Hispanic
9547,MO,2016,72888768.0,1641938.0,794518.0,58260.0,0.0,10.0,4.0,1.0,0.0,0.0,0.040954659,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,264.3,Overall,Overall
9548,MO,2016,72888768.0,1641938.0,794518.0,58260.0,0.0,10.0,4.0,1.0,0.0,0.0,0.040954659,Mortality from coronary heart disease,111.4,Gender,Female
9549,MO,2016,72888768.0,1641938.0,794518.0,58260.0,0.0,10.0,4.0,1.0,0.0,0.0,0.040954659,Asthma mortality rate,,Race/Ethnicity,American Indian or Alaska Native
9550,MO,2016,72888768.0,1641938.0,794518.0,58260.0,0.0,10.0,4.0,1.0,0.0,0.0,0.040954659,Mortality from diseases of the heart,263.0,Race/Ethnicity,"White, non-Hispanic"
9551,MO,2016,72888768.0,1641938.0,794518.0,58260.0,0.0,10.0,4.0,1.0,0.0,0.0,0.040954659,Mortality from diseases of the heart,192.2,Race/Ethnicity,"Black, non-Hispanic"
9552,MO,2016,72888768.0,1641938.0,794518.0,58260.0,0.0,10.0,4.0,1.0,0.0,0.0,0.040954659,Premature mortality among adults aged 45-64 years,1074.0,Race/Ethnicity,"Black, non-Hispanic"
9553,MO,2016,72888768.0,1641938.0,794518.0,58260.0,0.0,10.0,4.0,1.0,0.0,0.0,0.040954659,Asthma mortality rate,,Race/Ethnicity,"Black, non-Hispanic"
9554,MO,2016,72888768.0,1641938.0,794518.0,58260.0,0.0,10.0,4.0,1.0,0.0,0.0,0.040954659,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,167.5,Race/Ethnicity,"Black, non-Hispanic"
9555,MO,2016,72888768.0,1641938.0,794518.0,58260.0,0.0,10.0,4.0,1.0,0.0,0.0,0.040954659,Mortality from total cardiovascular diseases,337.8,Race/Ethnicity,"White, non-Hispanic"
9556,MO,2016,72888768.0,1641938.0,794518.0,58260.0,0.0,10.0,4.0,1.0,0.0,0.0,0.040954659,Mortality from heart failure,127.6,Gender,Female
9557,MO,2016,72888768.0,1641938.0,794518.0,58260.0,0.0,10.0,4.0,1.0,0.0,0.0,0.040954659,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,284.8,Race/Ethnicity,"White, non-Hispanic"
9558,MO,2016,72888768.0,1641938.0,794518.0,58260.0,0.0,10.0,4.0,1.0,0.0,0.0,0.040954659,Asthma mortality rate,,Race/Ethnicity,Asian or Pacific Islander
9559,MO,2017,79109488.0,1656937.0,730627.0,5212.0,0.0,10.0,6.0,0.0,0.0,0.0,0.04369379,Mortality from diseases of the heart,242.4,Overall,Overall
9560,MO,2017,79109488.0,1656937.0,730627.0,5212.0,0.0,10.0,6.0,0.0,0.0,0.0,0.04369379,Mortality from coronary heart disease,26.6,Race/Ethnicity,Hispanic
9561,MO,2017,79109488.0,1656937.0,730627.0,5212.0,0.0,10.0,6.0,0.0,0.0,0.0,0.04369379,Mortality from total cardiovascular diseases,59.8,Race/Ethnicity,Hispanic
9562,MO,2017,79109488.0,1656937.0,730627.0,5212.0,0.0,10.0,6.0,0.0,0.0,0.0,0.04369379,Mortality from heart failure,133.8,Gender,Female
9563,MO,2017,79109488.0,1656937.0,730627.0,5212.0,0.0,10.0,6.0,0.0,0.0,0.0,0.04369379,Mortality from total cardiovascular diseases,60.8,Race/Ethnicity,Asian or Pacific Islander
9564,MO,2017,79109488.0,1656937.0,730627.0,5212.0,0.0,10.0,6.0,0.0,0.0,0.0,0.04369379,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,252.3,Gender,Female
9565,MO,2017,79109488.0,1656937.0,730627.0,5212.0,0.0,10.0,6.0,0.0,0.0,0.0,0.04369379,Premature mortality among adults aged 45-64 years,237.4,Race/Ethnicity,Asian or Pacific Islander
9566,MO,2017,79109488.0,1656937.0,730627.0,5212.0,0.0,10.0,6.0,0.0,0.0,0.0,0.04369379,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,75.6,Race/Ethnicity,"Black, non-Hispanic"
9567,MO,2017,79109488.0,1656937.0,730627.0,5212.0,0.0,10.0,6.0,0.0,0.0,0.0,0.04369379,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,158.8,Race/Ethnicity,"Black, non-Hispanic"
9568,MO,2017,79109488.0,1656937.0,730627.0,5212.0,0.0,10.0,6.0,0.0,0.0,0.0,0.04369379,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,,Race/Ethnicity,Hispanic
9569,MO,2017,79109488.0,1656937.0,730627.0,5212.0,0.0,10.0,6.0,0.0,0.0,0.0,0.04369379,Mortality from heart failure,20.1,Race/Ethnicity,Hispanic
9570,MO,2017,79109488.0,1656937.0,730627.0,5212.0,0.0,10.0,6.0,0.0,0.0,0.0,0.04369379,Mortality from heart failure,146.3,Race/Ethnicity,"White, non-Hispanic"
