,STATE,Year,CO2,CH4,N2O,Fluorinated GHG,Laws and Regulations,State Incentives,Utility/Private Incentives,Ozone,Question,DataValue,StratificationCategory1,Stratification1,Population,Total Sq. Mi.,Total Sq. Km.
9810,MO,2015,77714158,1640909,887448,427188,9,6,1,0.04163971,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,,Race/Ethnicity,Asian or Pacific Islander,6071732.0,"69,707","180,540"
9811,MO,2015,77714158,1640909,887448,427188,9,6,1,0.04163971,Mortality from heart failure,116.9,Gender,Male,6071732.0,"69,707","180,540"
9812,MO,2015,77714158,1640909,887448,427188,9,6,1,0.04163971,Asthma mortality rate,9.3,Race/Ethnicity,"White, non-Hispanic",6071732.0,"69,707","180,540"
9813,MO,2015,77714158,1640909,887448,427188,9,6,1,0.04163971,Mortality from total cardiovascular diseases,259.5,Race/Ethnicity,"Black, non-Hispanic",6071732.0,"69,707","180,540"
9814,MO,2015,77714158,1640909,887448,427188,9,6,1,0.04163971,Asthma mortality rate,29.5,Race/Ethnicity,"Black, non-Hispanic",6071732.0,"69,707","180,540"
9815,MO,2015,77714158,1640909,887448,427188,9,6,1,0.04163971,Asthma mortality rate,,Race/Ethnicity,Asian or Pacific Islander,6071732.0,"69,707","180,540"
9816,MO,2015,77714158,1640909,887448,427188,9,6,1,0.04163971,Mortality from heart failure,128.6,Gender,Female,6071732.0,"69,707","180,540"
9817,MO,2015,77714158,1640909,887448,427188,9,6,1,0.04163971,Mortality from total cardiovascular diseases,305.0,Gender,Female,6071732.0,"69,707","180,540"
9818,MO,2015,77714158,1640909,887448,427188,9,6,1,0.04163971,Mortality from coronary heart disease,138.7,Overall,Overall,6071732.0,"69,707","180,540"
9819,MO,2015,77714158,1640909,887448,427188,9,6,1,0.04163971,Mortality from heart failure,138.6,Race/Ethnicity,"White, non-Hispanic",6071732.0,"69,707","180,540"
9820,MO,2015,77714158,1640909,887448,427188,9,6,1,0.04163971,Mortality from heart failure,,Race/Ethnicity,American Indian or Alaska Native,6071732.0,"69,707","180,540"
9821,MO,2015,77714158,1640909,887448,427188,9,6,1,0.04163971,Asthma mortality rate,12.9,Gender,Female,6071732.0,"69,707","180,540"
9822,MO,2015,77714158,1640909,887448,427188,9,6,1,0.04163971,Premature mortality among adults aged 45-64 years,278.0,Race/Ethnicity,Asian or Pacific Islander,6071732.0,"69,707","180,540"
9823,MO,2015,77714158,1640909,887448,427188,9,6,1,0.04163971,Premature mortality among adults aged 45-64 years,751.4,Overall,Overall,6071732.0,"69,707","180,540"
9824,MO,2015,77714158,1640909,887448,427188,9,6,1,0.04163971,Mortality from coronary heart disease,104.6,Race/Ethnicity,"Black, non-Hispanic",6071732.0,"69,707","180,540"
9825,MO,2015,77714158,1640909,887448,427188,9,6,1,0.04163971,Mortality from diseases of the heart,226.8,Gender,Female,6071732.0,"69,707","180,540"
9826,MO,2015,77714158,1640909,887448,427188,9,6,1,0.04163971,Mortality from coronary heart disease,,Race/Ethnicity,American Indian or Alaska Native,6071732.0,"69,707","180,540"
9827,MO,2015,77714158,1640909,887448,427188,9,6,1,0.04163971,Mortality from coronary heart disease,153.1,Race/Ethnicity,"White, non-Hispanic",6071732.0,"69,707","180,540"
9828,MO,2015,77714158,1640909,887448,427188,9,6,1,0.04163971,Mortality from diseases of the heart,243.4,Overall,Overall,6071732.0,"69,707","180,540"
9829,MO,2015,77714158,1640909,887448,427188,9,6,1,0.04163971,Mortality from total cardiovascular diseases,320.7,Gender,Male,6071732.0,"69,707","180,540"
9830,MO,2015,77714158,1640909,887448,427188,9,6,1,0.04163971,Mortality from total cardiovascular diseases,96.5,Race/Ethnicity,American Indian or Alaska Native,6071732.0,"69,707","180,540"
9831,MO,2015,77714158,1640909,887448,427188,9,6,1,0.04163971,Mortality from heart failure,76.7,Race/Ethnicity,"Black, non-Hispanic",6071732.0,"69,707","180,540"
9832,MO,2015,77714158,1640909,887448,427188,9,6,1,0.04163971,Mortality from total cardiovascular diseases,67.9,Race/Ethnicity,Asian or Pacific Islander,6071732.0,"69,707","180,540"
9833,MO,2015,77714158,1640909,887448,427188,9,6,1,0.04163971,Asthma mortality rate,10.7,Gender,Male,6071732.0,"69,707","180,540"
9834,MO,2015,77714158,1640909,887448,427188,9,6,1,0.04163971,Mortality from coronary heart disease,31.4,Race/Ethnicity,Asian or Pacific Islander,6071732.0,"69,707","180,540"
9835,MO,2015,77714158,1640909,887448,427188,9,6,1,0.04163971,Mortality from diseases of the heart,186.8,Race/Ethnicity,"Black, non-Hispanic",6071732.0,"69,707","180,540"
9836,MO,2015,77714158,1640909,887448,427188,9,6,1,0.04163971,Premature mortality among adults aged 45-64 years,280.4,Race/Ethnicity,American Indian or Alaska Native,6071732.0,"69,707","180,540"
9837,MO,2015,77714158,1640909,887448,427188,9,6,1,0.04163971,Mortality from coronary heart disease,23.8,Race/Ethnicity,Hispanic,6071732.0,"69,707","180,540"
9838,MO,2015,77714158,1640909,887448,427188,9,6,1,0.04163971,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,,Race/Ethnicity,American Indian or Alaska Native,6071732.0,"69,707","180,540"
9839,MO,2015,77714158,1640909,887448,427188,9,6,1,0.04163971,Premature mortality among adults aged 45-64 years,1013.0,Race/Ethnicity,"Black, non-Hispanic",6071732.0,"69,707","180,540"
9840,MO,2015,77714158,1640909,887448,427188,9,6,1,0.04163971,Mortality from diseases of the heart,78.4,Race/Ethnicity,American Indian or Alaska Native,6071732.0,"69,707","180,540"
9841,MO,2015,77714158,1640909,887448,427188,9,6,1,0.04163971,Premature mortality among adults aged 45-64 years,581.9,Gender,Female,6071732.0,"69,707","180,540"
9842,MO,2015,77714158,1640909,887448,427188,9,6,1,0.04163971,Mortality from diseases of the heart,45.2,Race/Ethnicity,Asian or Pacific Islander,6071732.0,"69,707","180,540"
9843,MO,2015,77714158,1640909,887448,427188,9,6,1,0.04163971,Mortality from heart failure,19.0,Race/Ethnicity,Hispanic,6071732.0,"69,707","180,540"
9844,MO,2015,77714158,1640909,887448,427188,9,6,1,0.04163971,Mortality from diseases of the heart,260.6,Gender,Male,6071732.0,"69,707","180,540"
9845,MO,2015,77714158,1640909,887448,427188,9,6,1,0.04163971,Asthma mortality rate,,Race/Ethnicity,American Indian or Alaska Native,6071732.0,"69,707","180,540"
9846,MO,2015,77714158,1640909,887448,427188,9,6,1,0.04163971,Premature mortality among adults aged 45-64 years,739.6,Race/Ethnicity,"White, non-Hispanic",6071732.0,"69,707","180,540"
9847,MO,2015,77714158,1640909,887448,427188,9,6,1,0.04163971,Mortality from diseases of the heart,268.5,Race/Ethnicity,"White, non-Hispanic",6071732.0,"69,707","180,540"
9848,MO,2015,77714158,1640909,887448,427188,9,6,1,0.04163971,Mortality from coronary heart disease,117.4,Gender,Female,6071732.0,"69,707","180,540"
9849,MO,2015,77714158,1640909,887448,427188,9,6,1,0.04163971,Mortality from total cardiovascular diseases,52.1,Race/Ethnicity,Hispanic,6071732.0,"69,707","180,540"
9850,MO,2015,77714158,1640909,887448,427188,9,6,1,0.04163971,Mortality from heart failure,,Race/Ethnicity,Asian or Pacific Islander,6071732.0,"69,707","180,540"
9851,MO,2015,77714158,1640909,887448,427188,9,6,1,0.04163971,Mortality from diseases of the heart,40.0,Race/Ethnicity,Hispanic,6071732.0,"69,707","180,540"
9852,MO,2015,77714158,1640909,887448,427188,9,6,1,0.04163971,Mortality from total cardiovascular diseases,341.7,Race/Ethnicity,"White, non-Hispanic",6071732.0,"69,707","180,540"
9853,MO,2015,77714158,1640909,887448,427188,9,6,1,0.04163971,Premature mortality among adults aged 45-64 years,367.4,Race/Ethnicity,Hispanic,6071732.0,"69,707","180,540"
9854,MO,2015,77714158,1640909,887448,427188,9,6,1,0.04163971,Mortality from heart failure,122.9,Overall,Overall,6071732.0,"69,707","180,540"
9855,MO,2016,72888768,1641938,794518,58260,10,4,1,0.040954659,Premature mortality among adults aged 45-64 years,738.1,Overall,Overall,6087135.0,"69,707","180,540"
9856,MO,2016,72888768,1641938,794518,58260,10,4,1,0.040954659,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,148.4,Gender,Female,6087135.0,"69,707","180,540"
9857,MO,2016,72888768,1641938,794518,58260,10,4,1,0.040954659,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,,Race/Ethnicity,American Indian or Alaska Native,6087135.0,"69,707","180,540"
9858,MO,2016,72888768,1641938,794518,58260,10,4,1,0.040954659,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,161.7,Race/Ethnicity,"White, non-Hispanic",6087135.0,"69,707","180,540"
9859,MO,2016,72888768,1641938,794518,58260,10,4,1,0.040954659,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,,Race/Ethnicity,Hispanic,6087135.0,"69,707","180,540"
9860,MO,2016,72888768,1641938,794518,58260,10,4,1,0.040954659,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,150.7,Gender,Male,6087135.0,"69,707","180,540"
9861,MO,2016,72888768,1641938,794518,58260,10,4,1,0.040954659,Mortality from coronary heart disease,107.8,Race/Ethnicity,"Black, non-Hispanic",6087135.0,"69,707","180,540"
9862,MO,2016,72888768,1641938,794518,58260,10,4,1,0.040954659,Mortality from diseases of the heart,222.0,Gender,Female,6087135.0,"69,707","180,540"
9863,MO,2016,72888768,1641938,794518,58260,10,4,1,0.040954659,Mortality from coronary heart disease,147.2,Race/Ethnicity,"White, non-Hispanic",6087135.0,"69,707","180,540"
9864,MO,2016,72888768,1641938,794518,58260,10,4,1,0.040954659,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,248.5,Gender,Female,6087135.0,"69,707","180,540"
9865,MO,2016,72888768,1641938,794518,58260,10,4,1,0.040954659,Mortality from heart failure,76.6,Race/Ethnicity,"Black, non-Hispanic",6087135.0,"69,707","180,540"
9866,MO,2016,72888768,1641938,794518,58260,10,4,1,0.040954659,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,,Race/Ethnicity,Asian or Pacific Islander,6087135.0,"69,707","180,540"
9867,MO,2016,72888768,1641938,794518,58260,10,4,1,0.040954659,Mortality from coronary heart disease,,Race/Ethnicity,American Indian or Alaska Native,6087135.0,"69,707","180,540"
9868,MO,2016,72888768,1641938,794518,58260,10,4,1,0.040954659,Premature mortality among adults aged 45-64 years,573.2,Gender,Female,6087135.0,"69,707","180,540"
9869,MO,2016,72888768,1641938,794518,58260,10,4,1,0.040954659,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,282.2,Gender,Male,6087135.0,"69,707","180,540"
9870,MO,2016,72888768,1641938,794518,58260,10,4,1,0.040954659,Mortality from diseases of the heart,75.1,Race/Ethnicity,American Indian or Alaska Native,6087135.0,"69,707","180,540"
9871,MO,2016,72888768,1641938,794518,58260,10,4,1,0.040954659,Mortality from total cardiovascular diseases,51.5,Race/Ethnicity,Hispanic,6087135.0,"69,707","180,540"
9872,MO,2016,72888768,1641938,794518,58260,10,4,1,0.040954659,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,89.4,Race/Ethnicity,"Black, non-Hispanic",6087135.0,"69,707","180,540"
9873,MO,2016,72888768,1641938,794518,58260,10,4,1,0.040954659,Mortality from heart failure,15.6,Race/Ethnicity,Hispanic,6087135.0,"69,707","180,540"
9874,MO,2016,72888768,1641938,794518,58260,10,4,1,0.040954659,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,,Race/Ethnicity,Asian or Pacific Islander,6087135.0,"69,707","180,540"
9875,MO,2016,72888768,1641938,794518,58260,10,4,1,0.040954659,Mortality from total cardiovascular diseases,93.1,Race/Ethnicity,American Indian or Alaska Native,6087135.0,"69,707","180,540"
9876,MO,2016,72888768,1641938,794518,58260,10,4,1,0.040954659,Premature mortality among adults aged 45-64 years,311.2,Race/Ethnicity,American Indian or Alaska Native,6087135.0,"69,707","180,540"
9877,MO,2016,72888768,1641938,794518,58260,10,4,1,0.040954659,Mortality from diseases of the heart,37.1,Race/Ethnicity,Hispanic,6087135.0,"69,707","180,540"
9878,MO,2016,72888768,1641938,794518,58260,10,4,1,0.040954659,Asthma mortality rate,12.9,Gender,Female,6087135.0,"69,707","180,540"
9879,MO,2016,72888768,1641938,794518,58260,10,4,1,0.040954659,Premature mortality among adults aged 45-64 years,911.1,Gender,Male,6087135.0,"69,707","180,540"
9880,MO,2016,72888768,1641938,794518,58260,10,4,1,0.040954659,Mortality from heart failure,,Race/Ethnicity,Asian or Pacific Islander,6087135.0,"69,707","180,540"
9881,MO,2016,72888768,1641938,794518,58260,10,4,1,0.040954659,Mortality from coronary heart disease,28.3,Race/Ethnicity,Asian or Pacific Islander,6087135.0,"69,707","180,540"
9882,MO,2016,72888768,1641938,794518,58260,10,4,1,0.040954659,Mortality from coronary heart disease,134.1,Overall,Overall,6087135.0,"69,707","180,540"
9883,MO,2016,72888768,1641938,794518,58260,10,4,1,0.040954659,Mortality from heart failure,,Race/Ethnicity,American Indian or Alaska Native,6087135.0,"69,707","180,540"
9884,MO,2016,72888768,1641938,794518,58260,10,4,1,0.040954659,Mortality from total cardiovascular diseases,71.7,Race/Ethnicity,Asian or Pacific Islander,6087135.0,"69,707","180,540"
9885,MO,2016,72888768,1641938,794518,58260,10,4,1,0.040954659,Mortality from total cardiovascular diseases,308.9,Overall,Overall,6087135.0,"69,707","180,540"
9886,MO,2016,72888768,1641938,794518,58260,10,4,1,0.040954659,Asthma mortality rate,11.0,Race/Ethnicity,"White, non-Hispanic",6087135.0,"69,707","180,540"
9887,MO,2016,72888768,1641938,794518,58260,10,4,1,0.040954659,Premature mortality among adults aged 45-64 years,720.5,Race/Ethnicity,"White, non-Hispanic",6087135.0,"69,707","180,540"
9888,MO,2016,72888768,1641938,794518,58260,10,4,1,0.040954659,Mortality from total cardiovascular diseases,255.9,Race/Ethnicity,"Black, non-Hispanic",6087135.0,"69,707","180,540"
9889,MO,2016,72888768,1641938,794518,58260,10,4,1,0.040954659,Mortality from coronary heart disease,157.5,Gender,Male,6087135.0,"69,707","180,540"
9890,MO,2016,72888768,1641938,794518,58260,10,4,1,0.040954659,Premature mortality among adults aged 45-64 years,295.5,Race/Ethnicity,Hispanic,6087135.0,"69,707","180,540"
9891,MO,2016,72888768,1641938,794518,58260,10,4,1,0.040954659,Mortality from diseases of the heart,257.1,Gender,Male,6087135.0,"69,707","180,540"
9892,MO,2016,72888768,1641938,794518,58260,10,4,1,0.040954659,Mortality from heart failure,138.0,Race/Ethnicity,"White, non-Hispanic",6087135.0,"69,707","180,540"
9893,MO,2016,72888768,1641938,794518,58260,10,4,1,0.040954659,Asthma mortality rate,12.0,Overall,Overall,6087135.0,"69,707","180,540"
9894,MO,2016,72888768,1641938,794518,58260,10,4,1,0.040954659,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,,Race/Ethnicity,American Indian or Alaska Native,6087135.0,"69,707","180,540"
9895,MO,2016,72888768,1641938,794518,58260,10,4,1,0.040954659,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,149.5,Overall,Overall,6087135.0,"69,707","180,540"
9896,MO,2016,72888768,1641938,794518,58260,10,4,1,0.040954659,Mortality from diseases of the heart,47.1,Race/Ethnicity,Asian or Pacific Islander,6087135.0,"69,707","180,540"
9897,MO,2016,72888768,1641938,794518,58260,10,4,1,0.040954659,Asthma mortality rate,,Race/Ethnicity,Hispanic,6087135.0,"69,707","180,540"
9898,MO,2016,72888768,1641938,794518,58260,10,4,1,0.040954659,Mortality from heart failure,116.5,Gender,Male,6087135.0,"69,707","180,540"
9899,MO,2016,72888768,1641938,794518,58260,10,4,1,0.040954659,Mortality from total cardiovascular diseases,317.6,Gender,Male,6087135.0,"69,707","180,540"
9900,MO,2016,72888768,1641938,794518,58260,10,4,1,0.040954659,Mortality from heart failure,122.2,Overall,Overall,6087135.0,"69,707","180,540"
9901,MO,2016,72888768,1641938,794518,58260,10,4,1,0.040954659,Mortality from total cardiovascular diseases,300.6,Gender,Female,6087135.0,"69,707","180,540"
9902,MO,2016,72888768,1641938,794518,58260,10,4,1,0.040954659,Premature mortality among adults aged 45-64 years,204.4,Race/Ethnicity,Asian or Pacific Islander,6087135.0,"69,707","180,540"
9903,MO,2016,72888768,1641938,794518,58260,10,4,1,0.040954659,Mortality from coronary heart disease,20.0,Race/Ethnicity,Hispanic,6087135.0,"69,707","180,540"
9904,MO,2016,72888768,1641938,794518,58260,10,4,1,0.040954659,Asthma mortality rate,11.0,Gender,Male,6087135.0,"69,707","180,540"
9905,MO,2016,72888768,1641938,794518,58260,10,4,1,0.040954659,Mortality from diseases of the heart,239.3,Overall,Overall,6087135.0,"69,707","180,540"
9906,MO,2016,72888768,1641938,794518,58260,10,4,1,0.040954659,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,47.5,Race/Ethnicity,Hispanic,6087135.0,"69,707","180,540"
9907,MO,2016,72888768,1641938,794518,58260,10,4,1,0.040954659,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,264.3,Overall,Overall,6087135.0,"69,707","180,540"
9908,MO,2016,72888768,1641938,794518,58260,10,4,1,0.040954659,Mortality from coronary heart disease,111.4,Gender,Female,6087135.0,"69,707","180,540"
9909,MO,2016,72888768,1641938,794518,58260,10,4,1,0.040954659,Asthma mortality rate,,Race/Ethnicity,American Indian or Alaska Native,6087135.0,"69,707","180,540"
9910,MO,2016,72888768,1641938,794518,58260,10,4,1,0.040954659,Mortality from diseases of the heart,263.0,Race/Ethnicity,"White, non-Hispanic",6087135.0,"69,707","180,540"
9911,MO,2016,72888768,1641938,794518,58260,10,4,1,0.040954659,Mortality from diseases of the heart,192.2,Race/Ethnicity,"Black, non-Hispanic",6087135.0,"69,707","180,540"
9912,MO,2016,72888768,1641938,794518,58260,10,4,1,0.040954659,Premature mortality among adults aged 45-64 years,1074.0,Race/Ethnicity,"Black, non-Hispanic",6087135.0,"69,707","180,540"
9913,MO,2016,72888768,1641938,794518,58260,10,4,1,0.040954659,Asthma mortality rate,,Race/Ethnicity,"Black, non-Hispanic",6087135.0,"69,707","180,540"
9914,MO,2016,72888768,1641938,794518,58260,10,4,1,0.040954659,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,167.5,Race/Ethnicity,"Black, non-Hispanic",6087135.0,"69,707","180,540"
9915,MO,2016,72888768,1641938,794518,58260,10,4,1,0.040954659,Mortality from total cardiovascular diseases,337.8,Race/Ethnicity,"White, non-Hispanic",6087135.0,"69,707","180,540"
9916,MO,2016,72888768,1641938,794518,58260,10,4,1,0.040954659,Mortality from heart failure,127.6,Gender,Female,6087135.0,"69,707","180,540"
9917,MO,2016,72888768,1641938,794518,58260,10,4,1,0.040954659,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,284.8,Race/Ethnicity,"White, non-Hispanic",6087135.0,"69,707","180,540"
9918,MO,2016,72888768,1641938,794518,58260,10,4,1,0.040954659,Asthma mortality rate,,Race/Ethnicity,Asian or Pacific Islander,6087135.0,"69,707","180,540"
9919,MO,2017,79109488,1656937,730627,5212,10,6,0,0.04369379,Mortality from diseases of the heart,242.4,Overall,Overall,6106670.0,"69,707","180,540"
9920,MO,2017,79109488,1656937,730627,5212,10,6,0,0.04369379,Mortality from coronary heart disease,26.6,Race/Ethnicity,Hispanic,6106670.0,"69,707","180,540"
9921,MO,2017,79109488,1656937,730627,5212,10,6,0,0.04369379,Mortality from total cardiovascular diseases,59.8,Race/Ethnicity,Hispanic,6106670.0,"69,707","180,540"
9922,MO,2017,79109488,1656937,730627,5212,10,6,0,0.04369379,Mortality from heart failure,133.8,Gender,Female,6106670.0,"69,707","180,540"
9923,MO,2017,79109488,1656937,730627,5212,10,6,0,0.04369379,Mortality from total cardiovascular diseases,60.8,Race/Ethnicity,Asian or Pacific Islander,6106670.0,"69,707","180,540"
9924,MO,2017,79109488,1656937,730627,5212,10,6,0,0.04369379,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,252.3,Gender,Female,6106670.0,"69,707","180,540"
9925,MO,2017,79109488,1656937,730627,5212,10,6,0,0.04369379,Premature mortality among adults aged 45-64 years,237.4,Race/Ethnicity,Asian or Pacific Islander,6106670.0,"69,707","180,540"
9926,MO,2017,79109488,1656937,730627,5212,10,6,0,0.04369379,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,75.6,Race/Ethnicity,"Black, non-Hispanic",6106670.0,"69,707","180,540"
9927,MO,2017,79109488,1656937,730627,5212,10,6,0,0.04369379,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,158.8,Race/Ethnicity,"Black, non-Hispanic",6106670.0,"69,707","180,540"
9928,MO,2017,79109488,1656937,730627,5212,10,6,0,0.04369379,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,,Race/Ethnicity,Hispanic,6106670.0,"69,707","180,540"
9929,MO,2017,79109488,1656937,730627,5212,10,6,0,0.04369379,Mortality from heart failure,20.1,Race/Ethnicity,Hispanic,6106670.0,"69,707","180,540"
9930,MO,2017,79109488,1656937,730627,5212,10,6,0,0.04369379,Mortality from heart failure,146.3,Race/Ethnicity,"White, non-Hispanic",6106670.0,"69,707","180,540"
9931,MO,2017,79109488,1656937,730627,5212,10,6,0,0.04369379,Mortality from coronary heart disease,19.6,Race/Ethnicity,Asian or Pacific Islander,6106670.0,"69,707","180,540"
9932,MO,2017,79109488,1656937,730627,5212,10,6,0,0.04369379,Premature mortality among adults aged 45-64 years,579.9,Gender,Female,6106670.0,"69,707","180,540"
9933,MO,2017,79109488,1656937,730627,5212,10,6,0,0.04369379,Premature mortality among adults aged 45-64 years,727.6,Race/Ethnicity,"White, non-Hispanic",6106670.0,"69,707","180,540"
9934,MO,2017,79109488,1656937,730627,5212,10,6,0,0.04369379,Mortality from diseases of the heart,221.5,Gender,Female,6106670.0,"69,707","180,540"
9935,MO,2017,79109488,1656937,730627,5212,10,6,0,0.04369379,Premature mortality among adults aged 45-64 years,1109.0,Race/Ethnicity,"Black, non-Hispanic",6106670.0,"69,707","180,540"
9936,MO,2017,79109488,1656937,730627,5212,10,6,0,0.04369379,Mortality from heart failure,129.5,Overall,Overall,6106670.0,"69,707","180,540"
9937,MO,2017,79109488,1656937,730627,5212,10,6,0,0.04369379,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,161.1,Race/Ethnicity,"White, non-Hispanic",6106670.0,"69,707","180,540"
9938,MO,2017,79109488,1656937,730627,5212,10,6,0,0.04369379,Mortality from diseases of the heart,36.4,Race/Ethnicity,Asian or Pacific Islander,6106670.0,"69,707","180,540"
9939,MO,2017,79109488,1656937,730627,5212,10,6,0,0.04369379,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,41.7,Race/Ethnicity,Hispanic,6106670.0,"69,707","180,540"
9940,MO,2017,79109488,1656937,730627,5212,10,6,0,0.04369379,Mortality from heart failure,125.0,Gender,Male,6106670.0,"69,707","180,540"
9941,MO,2017,79109488,1656937,730627,5212,10,6,0,0.04369379,Mortality from total cardiovascular diseases,328.8,Gender,Male,6106670.0,"69,707","180,540"
9942,MO,2017,79109488,1656937,730627,5212,10,6,0,0.04369379,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,266.3,Overall,Overall,6106670.0,"69,707","180,540"
9943,MO,2017,79109488,1656937,730627,5212,10,6,0,0.04369379,Mortality from diseases of the heart,264.1,Gender,Male,6106670.0,"69,707","180,540"
9944,MO,2017,79109488,1656937,730627,5212,10,6,0,0.04369379,Mortality from coronary heart disease,158.9,Gender,Male,6106670.0,"69,707","180,540"
9945,MO,2017,79109488,1656937,730627,5212,10,6,0,0.04369379,Mortality from diseases of the heart,80.1,Race/Ethnicity,American Indian or Alaska Native,6106670.0,"69,707","180,540"
9946,MO,2017,79109488,1656937,730627,5212,10,6,0,0.04369379,Mortality from total cardiovascular diseases,304.1,Gender,Female,6106670.0,"69,707","180,540"
9947,MO,2017,79109488,1656937,730627,5212,10,6,0,0.04369379,Mortality from diseases of the heart,197.8,Race/Ethnicity,"Black, non-Hispanic",6106670.0,"69,707","180,540"
9948,MO,2017,79109488,1656937,730627,5212,10,6,0,0.04369379,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,,Race/Ethnicity,Asian or Pacific Islander,6106670.0,"69,707","180,540"
9949,MO,2017,79109488,1656937,730627,5212,10,6,0,0.04369379,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,282.1,Gender,Male,6106670.0,"69,707","180,540"
9950,MO,2017,79109488,1656937,730627,5212,10,6,0,0.04369379,Mortality from total cardiovascular diseases,316.2,Overall,Overall,6106670.0,"69,707","180,540"
9951,MO,2017,79109488,1656937,730627,5212,10,6,0,0.04369379,Mortality from coronary heart disease,,Race/Ethnicity,American Indian or Alaska Native,6106670.0,"69,707","180,540"
9952,MO,2017,79109488,1656937,730627,5212,10,6,0,0.04369379,Mortality from heart failure,,Race/Ethnicity,American Indian or Alaska Native,6106670.0,"69,707","180,540"
9953,MO,2017,79109488,1656937,730627,5212,10,6,0,0.04369379,Mortality from total cardiovascular diseases,271.0,Race/Ethnicity,"Black, non-Hispanic",6106670.0,"69,707","180,540"
9954,MO,2017,79109488,1656937,730627,5212,10,6,0,0.04369379,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,51.4,Race/Ethnicity,Asian or Pacific Islander,6106670.0,"69,707","180,540"
9955,MO,2017,79109488,1656937,730627,5212,10,6,0,0.04369379,Premature mortality among adults aged 45-64 years,749.7,Overall,Overall,6106670.0,"69,707","180,540"
9956,MO,2017,79109488,1656937,730627,5212,10,6,0,0.04369379,Mortality from coronary heart disease,133.8,Overall,Overall,6106670.0,"69,707","180,540"
9957,MO,2017,79109488,1656937,730627,5212,10,6,0,0.04369379,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,288.2,Race/Ethnicity,"White, non-Hispanic",6106670.0,"69,707","180,540"
9958,MO,2017,79109488,1656937,730627,5212,10,6,0,0.04369379,Mortality from total cardiovascular diseases,345.3,Race/Ethnicity,"White, non-Hispanic",6106670.0,"69,707","180,540"
9959,MO,2017,79109488,1656937,730627,5212,10,6,0,0.04369379,Asthma mortality rate,11.0,Gender,Male,6106670.0,"69,707","180,540"
9960,MO,2017,79109488,1656937,730627,5212,10,6,0,0.04369379,Asthma mortality rate,,Race/Ethnicity,"Black, non-Hispanic",6106670.0,"69,707","180,540"
9961,MO,2017,79109488,1656937,730627,5212,10,6,0,0.04369379,Mortality from total cardiovascular diseases,95.0,Race/Ethnicity,American Indian or Alaska Native,6106670.0,"69,707","180,540"
9962,MO,2017,79109488,1656937,730627,5212,10,6,0,0.04369379,Mortality from coronary heart disease,147.7,Race/Ethnicity,"White, non-Hispanic",6106670.0,"69,707","180,540"
9963,MO,2017,79109488,1656937,730627,5212,10,6,0,0.04369379,Mortality from heart failure,82.1,Race/Ethnicity,"Black, non-Hispanic",6106670.0,"69,707","180,540"
9964,MO,2017,79109488,1656937,730627,5212,10,6,0,0.04369379,Premature mortality among adults aged 45-64 years,353.1,Race/Ethnicity,Hispanic,6106670.0,"69,707","180,540"
9965,MO,2017,79109488,1656937,730627,5212,10,6,0,0.04369379,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,147.4,Gender,Male,6106670.0,"69,707","180,540"
