,Year,STATE,Question,DataValue,StratificationCategory1,Stratification1
12428,2017,NM,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,61.6,Race/Ethnicity,American Indian or Alaska Native
12429,2017,NM,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,,Race/Ethnicity,Asian or Pacific Islander
12430,2017,NM,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,,Race/Ethnicity,"Black, non-Hispanic"
12431,2017,NM,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,76.8,Race/Ethnicity,Hispanic
12432,2017,NM,Mortality from coronary heart disease,,Race/Ethnicity,Asian or Pacific Islander
12433,2017,NM,Mortality from total cardiovascular diseases,378.1,Race/Ethnicity,"White, non-Hispanic"
12434,2017,NM,Mortality from heart failure,61.2,Race/Ethnicity,Hispanic
12435,2017,NM,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,114.5,Gender,Female
12436,2017,NM,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,187.0,Gender,Female
12437,2017,NM,Premature mortality among adults aged 45-64 years,871.8,Race/Ethnicity,"Black, non-Hispanic"
12438,2017,NM,Mortality from diseases of the heart,162.3,Gender,Female
12439,2017,NM,Mortality from total cardiovascular diseases,144.2,Race/Ethnicity,American Indian or Alaska Native
12440,2017,NM,Premature mortality among adults aged 45-64 years,953.0,Gender,Male
12441,2017,NM,Mortality from total cardiovascular diseases,161.6,Race/Ethnicity,Hispanic
12442,2017,NM,Mortality from coronary heart disease,121.1,Race/Ethnicity,"Black, non-Hispanic"
12443,2017,NM,Mortality from heart failure,,Race/Ethnicity,Asian or Pacific Islander
12444,2017,NM,Mortality from total cardiovascular diseases,226.2,Gender,Female
12445,2017,NM,Mortality from coronary heart disease,99.0,Gender,Female
12446,2017,NM,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,137.7,Gender,Male
12447,2017,NM,Premature mortality among adults aged 45-64 years,726.7,Race/Ethnicity,"White, non-Hispanic"
12448,2017,NM,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,258.1,Gender,Male
12449,2017,NM,Mortality from diseases of the heart,96.3,Race/Ethnicity,American Indian or Alaska Native
12450,2017,NM,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,220.5,Race/Ethnicity,"Black, non-Hispanic"
12451,2017,NM,Mortality from total cardiovascular diseases,268.6,Race/Ethnicity,"Black, non-Hispanic"
12452,2017,NM,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,220.6,Overall,Overall
12453,2017,NM,Mortality from total cardiovascular diseases,97.9,Race/Ethnicity,Asian or Pacific Islander
12454,2017,NM,Asthma mortality rate,19.6,Overall,Overall
12455,2017,NM,Mortality from heart failure,91.4,Gender,Female
12456,2017,NM,Asthma mortality rate,,Gender,Male
12457,2017,NM,Premature mortality among adults aged 45-64 years,709.1,Race/Ethnicity,Hispanic
12458,2017,NM,Asthma mortality rate,,Race/Ethnicity,"Black, non-Hispanic"
12459,2017,NM,Mortality from coronary heart disease,61.1,Race/Ethnicity,American Indian or Alaska Native
12460,2017,NM,Mortality from coronary heart disease,79.3,Race/Ethnicity,Hispanic
12461,2017,NM,Mortality from diseases of the heart,118.7,Race/Ethnicity,Hispanic
12462,2017,NM,Premature mortality among adults aged 45-64 years,545.4,Gender,Female
12463,2017,NM,Mortality from heart failure,60.5,Race/Ethnicity,American Indian or Alaska Native
12464,2017,NM,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,34.0,Race/Ethnicity,American Indian or Alaska Native
12465,2017,NM,Asthma mortality rate,,Race/Ethnicity,Hispanic
12466,2017,NM,Premature mortality among adults aged 45-64 years,742.4,Overall,Overall
12467,2017,NM,Asthma mortality rate,,Race/Ethnicity,Asian or Pacific Islander
12468,2017,NM,Asthma mortality rate,,Race/Ethnicity,"White, non-Hispanic"
12469,2017,NM,Asthma mortality rate,,Race/Ethnicity,American Indian or Alaska Native
12470,2017,NM,Asthma mortality rate,22.8,Gender,Female
12471,2016,NM,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,,Race/Ethnicity,Asian or Pacific Islander
12472,2016,NM,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,114.0,Gender,Female
12473,2016,NM,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,,Race/Ethnicity,American Indian or Alaska Native
12474,2016,NM,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,179.8,Race/Ethnicity,"White, non-Hispanic"
12475,2016,NM,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,140.2,Gender,Male
12476,2016,NM,Mortality from heart failure,55.4,Race/Ethnicity,American Indian or Alaska Native
12477,2016,NM,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,74.8,Race/Ethnicity,Hispanic
12478,2016,NM,Asthma mortality rate,13.0,Overall,Overall
12479,2016,NM,Mortality from diseases of the heart,98.8,Race/Ethnicity,American Indian or Alaska Native
12480,2016,NM,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,221.2,Overall,Overall
12481,2016,NM,Mortality from coronary heart disease,56.4,Race/Ethnicity,American Indian or Alaska Native
12482,2016,NM,Premature mortality among adults aged 45-64 years,1043.0,Race/Ethnicity,American Indian or Alaska Native
12483,2016,NM,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,65.7,Race/Ethnicity,American Indian or Alaska Native
12484,2016,NM,Asthma mortality rate,,Race/Ethnicity,Hispanic
12485,2016,NM,Premature mortality among adults aged 45-64 years,558.4,Gender,Female
12486,2016,NM,Mortality from heart failure,141.8,Race/Ethnicity,"White, non-Hispanic"
12487,2016,NM,Premature mortality among adults aged 45-64 years,,Race/Ethnicity,Asian or Pacific Islander
12488,2016,NM,Mortality from total cardiovascular diseases,261.8,Gender,Male
12489,2016,NM,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,,Race/Ethnicity,Asian or Pacific Islander
12490,2016,NM,Mortality from diseases of the heart,155.2,Gender,Female
12491,2016,NM,Mortality from diseases of the heart,86.5,Race/Ethnicity,Asian or Pacific Islander
12492,2016,NM,Mortality from coronary heart disease,98.1,Race/Ethnicity,"Black, non-Hispanic"
12493,2016,NM,Mortality from total cardiovascular diseases,130.8,Race/Ethnicity,American Indian or Alaska Native
12494,2016,NM,Asthma mortality rate,,Race/Ethnicity,American Indian or Alaska Native
12495,2016,NM,Mortality from heart failure,94.6,Gender,Male
12496,2016,NM,Mortality from diseases of the heart,210.5,Gender,Male
12497,2016,NM,Premature mortality among adults aged 45-64 years,704.9,Race/Ethnicity,Hispanic
12498,2016,NM,Mortality from coronary heart disease,72.1,Race/Ethnicity,Asian or Pacific Islander
12499,2016,NM,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,,Race/Ethnicity,"Black, non-Hispanic"
12500,2016,NM,Mortality from total cardiovascular diseases,240.6,Overall,Overall
12501,2016,NM,Mortality from total cardiovascular diseases,129.8,Race/Ethnicity,Asian or Pacific Islander
12502,2016,NM,Mortality from total cardiovascular diseases,162.0,Race/Ethnicity,Hispanic
12503,2016,NM,Mortality from coronary heart disease,120.8,Overall,Overall
12504,2016,NM,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,303.0,Race/Ethnicity,"White, non-Hispanic"
12505,2016,NM,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,126.4,Overall,Overall
12506,2016,NM,Asthma mortality rate,,Gender,Male
12507,2016,NM,Mortality from coronary heart disease,187.8,Race/Ethnicity,"White, non-Hispanic"
12508,2016,NM,Mortality from total cardiovascular diseases,219.7,Gender,Female
12509,2016,NM,Premature mortality among adults aged 45-64 years,742.3,Overall,Overall
12510,2016,NM,Mortality from diseases of the heart,120.7,Race/Ethnicity,Hispanic
12511,2016,NM,Asthma mortality rate,,Gender,Female
12512,2016,NM,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,143.0,Race/Ethnicity,Hispanic
12513,2016,NM,Mortality from heart failure,73.6,Race/Ethnicity,"Black, non-Hispanic"
12514,2016,NM,Asthma mortality rate,,Race/Ethnicity,"White, non-Hispanic"
12515,2016,NM,Mortality from diseases of the heart,182.6,Overall,Overall
12516,2016,NM,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,187.9,Race/Ethnicity,"Black, non-Hispanic"
12517,2016,NM,Mortality from total cardiovascular diseases,367.9,Race/Ethnicity,"White, non-Hispanic"
12518,2016,NM,Asthma mortality rate,,Race/Ethnicity,Asian or Pacific Islander
12519,2016,NM,Mortality from heart failure,,Race/Ethnicity,Asian or Pacific Islander
12520,2016,NM,Premature mortality among adults aged 45-64 years,841.9,Race/Ethnicity,"Black, non-Hispanic"
12521,2016,NM,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,256.9,Gender,Male
12522,2016,NM,Mortality from coronary heart disease,93.4,Gender,Female
12523,2016,NM,Mortality from heart failure,62.3,Race/Ethnicity,Hispanic
12524,2016,NM,Mortality from coronary heart disease,80.7,Race/Ethnicity,Hispanic
12525,2016,NM,Mortality from diseases of the heart,282.3,Race/Ethnicity,"White, non-Hispanic"
12526,2016,NM,Mortality from total cardiovascular diseases,218.6,Race/Ethnicity,"Black, non-Hispanic"
12527,2016,NM,Premature mortality among adults aged 45-64 years,729.5,Race/Ethnicity,"White, non-Hispanic"
12528,2016,NM,Mortality from heart failure,90.4,Gender,Female
12529,2016,NM,Asthma mortality rate,,Race/Ethnicity,"Black, non-Hispanic"
12530,2016,NM,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,189.2,Gender,Female
12531,2015,NM,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,146.1,Race/Ethnicity,Hispanic
12532,2015,NM,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,246.2,Gender,Male
12533,2015,NM,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,116.1,Gender,Female
12534,2015,NM,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,,Race/Ethnicity,Asian or Pacific Islander
12535,2015,NM,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,,Race/Ethnicity,American Indian or Alaska Native
12536,2015,NM,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,,Race/Ethnicity,"Black, non-Hispanic"
12537,2015,NM,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,222.4,Overall,Overall
12538,2015,NM,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,125.3,Overall,Overall
12539,2015,NM,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,302.0,Race/Ethnicity,"White, non-Hispanic"
12540,2015,NM,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,80.0,Race/Ethnicity,Hispanic
12541,2015,NM,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,157.0,Race/Ethnicity,"Black, non-Hispanic"
12542,2015,NM,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,63.0,Race/Ethnicity,American Indian or Alaska Native
12543,2015,NM,Premature mortality among adults aged 45-64 years,305.4,Race/Ethnicity,Asian or Pacific Islander
12544,2015,NM,Premature mortality among adults aged 45-64 years,776.7,Race/Ethnicity,"Black, non-Hispanic"
12545,2015,NM,Mortality from total cardiovascular diseases,223.3,Overall,Overall
12546,2015,NM,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,201.1,Gender,Female
12547,2015,NM,Asthma mortality rate,,Gender,Female
12548,2015,NM,Mortality from heart failure,85.6,Gender,Female
12549,2015,NM,Mortality from diseases of the heart,188.3,Gender,Male
12550,2015,NM,Asthma mortality rate,,Race/Ethnicity,Hispanic
12551,2015,NM,Mortality from diseases of the heart,148.5,Gender,Female
12552,2015,NM,Mortality from diseases of the heart,168.2,Overall,Overall
12553,2015,NM,Asthma mortality rate,,Race/Ethnicity,"Black, non-Hispanic"
12554,2015,NM,Mortality from coronary heart disease,166.6,Race/Ethnicity,"White, non-Hispanic"
12555,2015,NM,Asthma mortality rate,,Gender,Male
12556,2015,NM,Asthma mortality rate,,Race/Ethnicity,Asian or Pacific Islander
12557,2015,NM,Mortality from heart failure,75.4,Race/Ethnicity,"Black, non-Hispanic"
12558,2015,NM,Premature mortality among adults aged 45-64 years,720.1,Race/Ethnicity,"White, non-Hispanic"
12559,2015,NM,Mortality from total cardiovascular diseases,76.0,Race/Ethnicity,Asian or Pacific Islander
12560,2015,NM,Mortality from heart failure,,Race/Ethnicity,Asian or Pacific Islander
12561,2015,NM,Mortality from coronary heart disease,74.8,Race/Ethnicity,Hispanic
12562,2015,NM,Premature mortality among adults aged 45-64 years,930.1,Gender,Male
12563,2015,NM,Mortality from total cardiovascular diseases,239.4,Gender,Male
12564,2015,NM,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,135.5,Gender,Male
12565,2015,NM,Mortality from coronary heart disease,134.3,Gender,Male
12566,2015,NM,Mortality from total cardiovascular diseases,207.5,Gender,Female
12567,2015,NM,Mortality from coronary heart disease,84.9,Gender,Female
12568,2015,NM,Mortality from heart failure,86.2,Gender,Male
12569,2015,NM,Asthma mortality rate,12.5,Overall,Overall
12570,2015,NM,Asthma mortality rate,,Race/Ethnicity,American Indian or Alaska Native
12571,2015,NM,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,173.5,Race/Ethnicity,"White, non-Hispanic"
12572,2015,NM,Mortality from coronary heart disease,49.2,Race/Ethnicity,American Indian or Alaska Native
12573,2015,NM,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,,Race/Ethnicity,Asian or Pacific Islander
12574,2015,NM,Mortality from heart failure,62.1,Race/Ethnicity,American Indian or Alaska Native
12575,2015,NM,Premature mortality among adults aged 45-64 years,499.3,Gender,Female
12576,2015,NM,Asthma mortality rate,,Race/Ethnicity,"White, non-Hispanic"
12577,2015,NM,Mortality from coronary heart disease,109.4,Overall,Overall
12578,2015,NM,Mortality from diseases of the heart,,Race/Ethnicity,Asian or Pacific Islander
12579,2015,NM,Mortality from diseases of the heart,254.7,Race/Ethnicity,"White, non-Hispanic"
12580,2015,NM,Mortality from total cardiovascular diseases,153.4,Race/Ethnicity,Hispanic
12581,2015,NM,Mortality from total cardiovascular diseases,121.0,Race/Ethnicity,American Indian or Alaska Native
12582,2015,NM,Premature mortality among adults aged 45-64 years,707.5,Overall,Overall
12583,2015,NM,Mortality from coronary heart disease,,Race/Ethnicity,Asian or Pacific Islander
12584,2015,NM,Mortality from heart failure,56.2,Race/Ethnicity,Hispanic
12585,2015,NM,Mortality from heart failure,130.6,Race/Ethnicity,"White, non-Hispanic"
12586,2015,NM,Premature mortality among adults aged 45-64 years,646.1,Race/Ethnicity,Hispanic
12587,2015,NM,Mortality from heart failure,85.9,Overall,Overall
12588,2015,NM,Mortality from diseases of the heart,172.3,Race/Ethnicity,"Black, non-Hispanic"
12589,2015,NM,Mortality from total cardiovascular diseases,221.9,Race/Ethnicity,"Black, non-Hispanic"
12590,2015,NM,Mortality from diseases of the heart,83.2,Race/Ethnicity,American Indian or Alaska Native
12591,2015,NM,Mortality from total cardiovascular diseases,335.5,Race/Ethnicity,"White, non-Hispanic"
12592,2015,NM,Mortality from coronary heart disease,109.9,Race/Ethnicity,"Black, non-Hispanic"
12593,2015,NM,Premature mortality among adults aged 45-64 years,945.9,Race/Ethnicity,American Indian or Alaska Native
12594,2014,NM,Asthma mortality rate,13.4,Overall,Overall
12595,2014,NM,Asthma mortality rate,,Race/Ethnicity,Hispanic
12596,2014,NM,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,205.3,Gender,Female
12597,2014,NM,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,308.4,Race/Ethnicity,"White, non-Hispanic"
12598,2014,NM,Asthma mortality rate,,Race/Ethnicity,"Black, non-Hispanic"
12599,2014,NM,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,131.4,Gender,Male
12600,2014,NM,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,139.3,Race/Ethnicity,"Black, non-Hispanic"
12601,2014,NM,Asthma mortality rate,,Gender,Female
12602,2014,NM,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,127.7,Overall,Overall
12603,2014,NM,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,66.0,Race/Ethnicity,American Indian or Alaska Native
12604,2014,NM,Asthma mortality rate,,Race/Ethnicity,Asian or Pacific Islander
12605,2014,NM,Asthma mortality rate,,Race/Ethnicity,American Indian or Alaska Native
12606,2014,NM,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,243.0,Gender,Male
12607,2014,NM,Asthma mortality rate,,Race/Ethnicity,"White, non-Hispanic"
12608,2014,NM,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,,Race/Ethnicity,Asian or Pacific Islander
12609,2014,NM,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,179.8,Race/Ethnicity,"White, non-Hispanic"
12610,2014,NM,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,,Race/Ethnicity,"Black, non-Hispanic"
12611,2014,NM,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,137.4,Race/Ethnicity,Hispanic
12612,2014,NM,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,,Race/Ethnicity,Asian or Pacific Islander
12613,2014,NM,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,124.3,Gender,Female
12614,2014,NM,Asthma mortality rate,,Gender,Male
12615,2014,NM,Mortality from total cardiovascular diseases,204.4,Gender,Female
12616,2014,NM,Mortality from heart failure,125.8,Race/Ethnicity,"White, non-Hispanic"
12617,2014,NM,Mortality from diseases of the heart,164.2,Overall,Overall
12618,2014,NM,Mortality from diseases of the heart,257.7,Race/Ethnicity,"White, non-Hispanic"
12619,2014,NM,Mortality from diseases of the heart,131.1,Race/Ethnicity,"Black, non-Hispanic"
12620,2014,NM,Mortality from total cardiovascular diseases,220.0,Overall,Overall
12621,2014,NM,Mortality from total cardiovascular diseases,341.6,Race/Ethnicity,"White, non-Hispanic"
12622,2014,NM,Mortality from coronary heart disease,,Race/Ethnicity,Asian or Pacific Islander
12623,2014,NM,Mortality from heart failure,51.8,Race/Ethnicity,Hispanic
12624,2014,NM,Mortality from total cardiovascular diseases,75.5,Race/Ethnicity,Asian or Pacific Islander
12625,2014,NM,Mortality from total cardiovascular diseases,135.9,Race/Ethnicity,American Indian or Alaska Native
12626,2014,NM,Mortality from heart failure,78.8,Gender,Male
12627,2014,NM,Mortality from coronary heart disease,110.5,Overall,Overall
12628,2014,NM,Mortality from heart failure,81.8,Overall,Overall
12629,2014,NM,Mortality from total cardiovascular diseases,181.4,Race/Ethnicity,"Black, non-Hispanic"
12630,2014,NM,Mortality from diseases of the heart,,Race/Ethnicity,Asian or Pacific Islander
12631,2014,NM,Mortality from coronary heart disease,58.5,Race/Ethnicity,American Indian or Alaska Native
12632,2014,NM,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,75.2,Race/Ethnicity,Hispanic
12633,2014,NM,Mortality from coronary heart disease,173.6,Race/Ethnicity,"White, non-Hispanic"
12634,2014,NM,Mortality from heart failure,62.3,Race/Ethnicity,American Indian or Alaska Native
12635,2014,NM,Mortality from heart failure,54.6,Race/Ethnicity,"Black, non-Hispanic"
12636,2014,NM,Mortality from total cardiovascular diseases,235.9,Gender,Male
12637,2014,NM,Mortality from total cardiovascular diseases,138.2,Race/Ethnicity,Hispanic
12638,2014,NM,Mortality from coronary heart disease,85.2,Race/Ethnicity,"Black, non-Hispanic"
12639,2014,NM,Mortality from coronary heart disease,135.3,Gender,Male
12640,2014,NM,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,38.2,Race/Ethnicity,American Indian or Alaska Native
12641,2014,NM,Mortality from coronary heart disease,69.2,Race/Ethnicity,Hispanic
12642,2014,NM,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,223.2,Overall,Overall
12643,2014,NM,Mortality from diseases of the heart,143.5,Gender,Female
12644,2014,NM,Mortality from heart failure,,Race/Ethnicity,Asian or Pacific Islander
12645,2014,NM,Mortality from diseases of the heart,101.8,Race/Ethnicity,Hispanic
12646,2014,NM,Mortality from coronary heart disease,86.2,Gender,Female
12647,2014,NM,Mortality from heart failure,84.7,Gender,Female
12648,2014,NM,Mortality from diseases of the heart,94.7,Race/Ethnicity,American Indian or Alaska Native
12649,2014,NM,Premature mortality among adults aged 45-64 years,676.6,Race/Ethnicity,Hispanic
12650,2014,NM,Premature mortality among adults aged 45-64 years,965.1,Race/Ethnicity,American Indian or Alaska Native
12651,2014,NM,Premature mortality among adults aged 45-64 years,538.9,Gender,Female
12652,2014,NM,Premature mortality among adults aged 45-64 years,789.1,Race/Ethnicity,"Black, non-Hispanic"
12653,2014,NM,Premature mortality among adults aged 45-64 years,717.4,Overall,Overall
12654,2014,NM,Premature mortality among adults aged 45-64 years,907.9,Gender,Male
12655,2014,NM,Premature mortality among adults aged 45-64 years,709.5,Race/Ethnicity,"White, non-Hispanic"
12656,2014,NM,Premature mortality among adults aged 45-64 years,255.2,Race/Ethnicity,Asian or Pacific Islander
12657,2013,NM,Asthma mortality rate,,Race/Ethnicity,Asian or Pacific Islander
12658,2013,NM,Asthma mortality rate,,Gender,Female
12659,2013,NM,Asthma mortality rate,,Race/Ethnicity,Hispanic
12660,2013,NM,Asthma mortality rate,,Race/Ethnicity,American Indian or Alaska Native
12661,2013,NM,Asthma mortality rate,,Race/Ethnicity,"Black, non-Hispanic"
12662,2013,NM,Asthma mortality rate,,Race/Ethnicity,"White, non-Hispanic"
12663,2013,NM,Asthma mortality rate,,Overall,Overall
12664,2013,NM,Asthma mortality rate,,Gender,Male
12665,2013,NM,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,120.6,Gender,Female
12666,2013,NM,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,234.4,Gender,Male
12667,2013,NM,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,,Race/Ethnicity,American Indian or Alaska Native
12668,2013,NM,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,123.7,Gender,Male
12669,2013,NM,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,122.0,Overall,Overall
12670,2013,NM,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,,Race/Ethnicity,Asian or Pacific Islander
12671,2013,NM,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,207.4,Gender,Female
12672,2013,NM,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,69.2,Race/Ethnicity,Hispanic
12673,2013,NM,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,149.5,Race/Ethnicity,"Black, non-Hispanic"
12674,2013,NM,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,68.8,Race/Ethnicity,American Indian or Alaska Native
12675,2013,NM,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,220.2,Overall,Overall
12676,2013,NM,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,,Race/Ethnicity,"Black, non-Hispanic"
12677,2013,NM,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,307.9,Race/Ethnicity,"White, non-Hispanic"
12678,2013,NM,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,128.1,Race/Ethnicity,Hispanic
12679,2013,NM,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,,Race/Ethnicity,Asian or Pacific Islander
12680,2013,NM,Mortality from coronary heart disease,171.6,Race/Ethnicity,"White, non-Hispanic"
12681,2013,NM,Mortality from total cardiovascular diseases,201.7,Gender,Female
12682,2013,NM,Mortality from total cardiovascular diseases,226.0,Gender,Male
12683,2013,NM,Mortality from total cardiovascular diseases,114.3,Race/Ethnicity,American Indian or Alaska Native
12684,2013,NM,Mortality from heart failure,78.1,Overall,Overall
12685,2013,NM,Mortality from heart failure,48.4,Race/Ethnicity,Hispanic
12686,2013,NM,Mortality from total cardiovascular diseases,140.8,Race/Ethnicity,Hispanic
12687,2013,NM,Mortality from total cardiovascular diseases,184.6,Race/Ethnicity,"Black, non-Hispanic"
12688,2013,NM,Mortality from coronary heart disease,,Race/Ethnicity,Asian or Pacific Islander
12689,2013,NM,Mortality from diseases of the heart,105.5,Race/Ethnicity,Hispanic
12690,2013,NM,Mortality from heart failure,82.0,Gender,Female
12691,2013,NM,Mortality from total cardiovascular diseases,213.7,Overall,Overall
12692,2013,NM,Mortality from diseases of the heart,253.6,Race/Ethnicity,"White, non-Hispanic"
12693,2013,NM,Mortality from heart failure,57.8,Race/Ethnicity,"Black, non-Hispanic"
12694,2013,NM,Mortality from diseases of the heart,65.5,Race/Ethnicity,Asian or Pacific Islander
12695,2013,NM,Mortality from heart failure,,Race/Ethnicity,Asian or Pacific Islander
12696,2013,NM,Mortality from total cardiovascular diseases,77.5,Race/Ethnicity,Asian or Pacific Islander
12697,2013,NM,Mortality from coronary heart disease,131.5,Gender,Male
12698,2013,NM,Mortality from diseases of the heart,164.2,Overall,Overall
12699,2013,NM,Mortality from heart failure,124.0,Race/Ethnicity,"White, non-Hispanic"
12700,2013,NM,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,173.4,Race/Ethnicity,"White, non-Hispanic"
12701,2013,NM,Mortality from coronary heart disease,111.0,Overall,Overall
12702,2013,NM,Mortality from heart failure,42.8,Race/Ethnicity,American Indian or Alaska Native
12703,2013,NM,Mortality from heart failure,74.1,Gender,Male
12704,2013,NM,Mortality from diseases of the heart,87.2,Race/Ethnicity,American Indian or Alaska Native
12705,2013,NM,Mortality from coronary heart disease,104.5,Race/Ethnicity,"Black, non-Hispanic"
12706,2013,NM,Mortality from diseases of the heart,183.1,Gender,Male
12707,2013,NM,Mortality from diseases of the heart,146.8,Race/Ethnicity,"Black, non-Hispanic"
12708,2013,NM,Mortality from coronary heart disease,90.8,Gender,Female
12709,2013,NM,Mortality from coronary heart disease,71.6,Race/Ethnicity,Hispanic
12710,2013,NM,Mortality from diseases of the heart,145.7,Gender,Female
12711,2013,NM,Mortality from coronary heart disease,56.9,Race/Ethnicity,American Indian or Alaska Native
12712,2013,NM,Mortality from total cardiovascular diseases,326.5,Race/Ethnicity,"White, non-Hispanic"
12713,2013,NM,Premature mortality among adults aged 45-64 years,831.2,Race/Ethnicity,American Indian or Alaska Native
12714,2013,NM,Premature mortality among adults aged 45-64 years,727.6,Race/Ethnicity,"Black, non-Hispanic"
12715,2013,NM,Premature mortality among adults aged 45-64 years,681.4,Overall,Overall
12716,2013,NM,Premature mortality among adults aged 45-64 years,648.6,Race/Ethnicity,Hispanic
